Snapshots/Description,Snapshots/Encrypted,Snapshots/OwnerId,Snapshots/Progress,Snapshots/SnapshotId,Snapshots/StartTime,Snapshots/State,Snapshots/VolumeId,Snapshots/VolumeSize,Snapshots/Tags/0/Key,Snapshots/Tags/0/Value,Snapshots/Tags/1/Key,Snapshots/Tags/1/Value,Snapshots/Tags/2/Key,Snapshots/Tags/2/Value,Snapshots/Tags/3/Key,Snapshots/Tags/3/Value,Snapshots/Tags/4/Key,Snapshots/Tags/4/Value,Snapshots/Tags/5/Key,Snapshots/Tags/5/Value,Snapshots/Tags/6/Key,Snapshots/Tags/6/Value,Snapshots/StorageTier,Snapshots/Tags/7/Key,Snapshots/Tags/7/Value,Snapshots/Tags/8/Key,Snapshots/Tags/8/Value,Snapshots/KmsKeyId
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0ec5b93d36064adf4,2021-09-04T00:15:50.135Z,completed,vol-088931f04ec4a2af3,30,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,standard,dlm:managed,true,CreatedBy,terraform,
created by script,false,874747637540,100%,snap-044c90505eda72297,2021-09-03T11:45:06.146Z,completed,vol-0ca1d2115a7e26762,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-00f5624e06328c81b,2021-09-03T00:16:40.310Z,completed,vol-088931f04ec4a2af3,30,Snapshot,true,SnapshotCreator,DLM,dlm:managed,true,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,Name,node-exporter,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-089a1106baf56f0da,2021-09-03T00:16:38.469Z,completed,vol-0e5ff604d3555d693,30,dlm:managed,true,CreatedBy,terraform,MaintainedBY,DevOps,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,standard,Name,prometheus,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-058e19bd8fc27b132,2021-09-02T00:09:05.233Z,completed,vol-0e5ff604d3555d693,30,Name,prometheus,SnapshotCreator,DLM,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,MaintainedBY,DevOps,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0dee8d7a5fa975ab3,2021-09-02T00:09:07.303Z,completed,vol-088931f04ec4a2af3,30,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,Name,node-exporter,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,
Created by CreateImage(i-060921e001b0f7802) for ami-0c9f12d333b81a6d2,false,874747637540,100%,snap-0e5e80ae324d52cb9,2021-09-01T04:44:49.379Z,completed,vol-0342d807c4a90df71,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0261b5b4078500481,2021-09-01T00:17:05.659Z,completed,vol-0e5ff604d3555d693,30,SnapshotCreator,DLM,MaintainedBY,DevOps,Name,prometheus,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-019f39e3dc73183d0,2021-09-01T00:17:07.486Z,completed,vol-088931f04ec4a2af3,30,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,Name,node-exporter,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0cabee1df1f07004e,2021-08-31T00:12:52.760Z,completed,vol-088931f04ec4a2af3,30,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09703e69af6022f1d,2021-08-31T00:12:50.692Z,completed,vol-0e5ff604d3555d693,30,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,Snapshot,true,Name,prometheus,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e82100539abf2310,2021-08-30T00:11:16.422Z,completed,vol-088931f04ec4a2af3,30,dlm:managed,true,Name,node-exporter,MaintainedBY,DevOps,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0e2358e964f4cc17e,2021-08-30T00:11:14.546Z,completed,vol-0e5ff604d3555d693,30,Snapshot,true,Name,prometheus,MaintainedBY,DevOps,SnapshotCreator,DLM,CreatedBy,terraform,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0451bacaa194d99fd,2021-08-29T00:17:54.670Z,completed,vol-0e5ff604d3555d693,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,Snapshot,true,Name,prometheus,MaintainedBY,DevOps,SnapshotCreator,DLM,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0bb2bde10aa2af624,2021-08-29T00:17:56.643Z,completed,vol-088931f04ec4a2af3,30,Name,node-exporter,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,CreatedBy,terraform,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-04f3f55541f722ac3,2021-08-28T00:17:41.653Z,completed,vol-088931f04ec4a2af3,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,dlm:managed,true,SnapshotCreator,DLM,Snapshot,true,MaintainedBY,DevOps,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-05ebc5e2742857614,2021-08-28T00:17:39.661Z,completed,vol-0e5ff604d3555d693,30,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,prometheus,Snapshot,true,MaintainedBY,DevOps,SnapshotCreator,DLM,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0fb90a861d68d2ac3,2021-08-27T00:17:07.796Z,completed,vol-0e5ff604d3555d693,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,Name,prometheus,MaintainedBY,DevOps,standard,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0bf74a4e04a45395b,2021-08-27T00:17:09.649Z,completed,vol-088931f04ec4a2af3,30,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,
created by script,false,874747637540,100%,snap-0108e1dc958991e01,2021-08-17T14:17:29.515Z,completed,vol-0c80c9301f1b6db85,8,Name,sonarqube,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-088774e5f832d778b,2021-08-17T00:10:09.020Z,completed,vol-078483b0706d5420e,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,Snapshot,true,standard,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0ad08960b3694a82c,2021-08-16T00:14:26.284Z,completed,vol-078483b0706d5420e,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,SnapshotCreator,DLM,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-006c7bc9d11cfd9ec,2021-08-15T00:13:45.512Z,completed,vol-078483b0706d5420e,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,MaintainedBY,DevOps,Snapshot,true,Name,sonarqube,SnapshotCreator,DLM,standard,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0af74f047b35027d8,2021-08-14T00:17:48.060Z,completed,vol-078483b0706d5420e,30,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,standard,SnapshotCreator,DLM,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0a2650fad6c51dbe4,2021-08-13T00:09:52.352Z,completed,vol-078483b0706d5420e,30,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,Name,sonarqube,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,Snapshot,true,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-07a3c73b416f67c59,2021-08-12T00:09:00.189Z,completed,vol-078483b0706d5420e,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,Name,sonarqube,MaintainedBY,DevOps,standard,SnapshotCreator,DLM,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-03a4f66b8596af1b4,2021-08-11T00:10:39.567Z,completed,vol-078483b0706d5420e,30,Snapshot,true,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0144530eb465529e8,2021-08-10T00:20:37.086Z,completed,vol-078483b0706d5420e,30,Snapshot,true,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,sonarqube,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,standard,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-05cf9c9f2f2ccbea0,2021-08-09T00:21:43.959Z,completed,vol-078483b0706d5420e,30,Snapshot,true,SnapshotCreator,DLM,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,Name,sonarqube,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,standard,dlm:managed,true,CreatedBy,terraform,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-025d7ae2a6409d114,2021-08-08T00:18:51.822Z,completed,vol-078483b0706d5420e,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,CreatedBy,terraform,dlm:managed,true,SnapshotCreator,DLM,Name,sonarqube,Snapshot,true,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,MaintainedBY,DevOps,
Created by CreateImage(i-0da4500786b74b501) for ami-0747d7d34c33d60ed,false,874747637540,100%,snap-0e49f14c8a72c24b8,2021-08-07T11:56:30.767Z,completed,vol-06a4000131ef06259,50,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0d7783b1fb301f4d1,2021-08-07T00:18:24.762Z,completed,vol-078483b0706d5420e,30,dlm:managed,true,Name,sonarqube,SnapshotCreator,DLM,MaintainedBY,DevOps,CreatedBy,terraform,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,
created by script,false,874747637540,100%,snap-04162fea3c7f28c28,2021-08-06T09:11:49.649Z,completed,vol-0c80c9301f1b6db85,8,Name,sonarqube,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0070ad67b33adfdd4,2021-08-06T00:12:38.800Z,completed,vol-078483b0706d5420e,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,MaintainedBY,DevOps,CreatedBy,terraform,Name,sonarqube,standard,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-06a54f6472bd68830,2021-08-05T00:15:25.497Z,completed,vol-078483b0706d5420e,30,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,sonarqube,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Snapshot,true,dlm:managed,true,standard,SnapshotCreator,DLM,CreatedBy,terraform,
created by script,false,874747637540,100%,snap-0da5a8237a73eb2be,2021-08-04T14:39:13.434Z,completed,vol-0ca1d2115a7e26762,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0363bafd801044274,2021-08-04T00:12:14.170Z,completed,vol-078483b0706d5420e,30,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,sonarqube,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,CreatedBy,terraform,SnapshotCreator,DLM,
Created by CreateImage(i-0a110ab68d0101115) for ami-022e869dfa086ad74,false,874747637540,100%,snap-002058b775c0e0de8,2021-08-02T13:36:53.864Z,completed,vol-0ec41676562597f28,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-dtw-agent,Name,jenkins-dtw-agent-amzn2,,,,,,,,,standard,,,,,
Created by CreateImage(i-0e9400072e446a73b) for ami-0ab778d1926d30c5b,false,874747637540,100%,snap-04911c194e65a5cde,2021-07-29T06:38:05.996Z,completed,vol-0727f6789de464dcf,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-095ca8e1527058667) for ami-0f804cef95396f239,false,874747637540,100%,snap-0995daf04820cdddb,2021-07-26T06:37:50.012Z,completed,vol-09eab868a6462999e,50,Application,jenkins-agent,Name,jenkins-agent-amzn2,Source,ami-084e3fc6ccfae9aae,,,,,,,,,standard,,,,,
Created by CreateImage(i-07cc9d613421bfd28) for ami-0dedea1e720b77aa9,false,874747637540,100%,snap-0cc0f8cd1902560fb,2021-07-25T06:38:03.398Z,completed,vol-04e0beadec61758ca,50,Source,ami-084e3fc6ccfae9aae,Name,jenkins-agent-amzn2,Application,jenkins-agent,,,,,,,,,standard,,,,,
Created by CreateImage(i-03d3edb00c05f1cb6) for ami-09ad3b7fc2d9d6270,false,874747637540,100%,snap-06843f27444e375a7,2021-07-25T04:38:04.183Z,completed,vol-0c4ecda4483b36c6a,50,Application,jenkins-agent,Source,ami-084e3fc6ccfae9aae,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
Created by CreateImage(i-06c8cf5a86e5adb3b) for ami-0490220d7fccd6a4b,false,874747637540,100%,snap-03a2fa2142447693a,2021-07-16T11:11:27.061Z,completed,vol-07ddb2098744a63bd,50,Application,jenkins-agent,Source,ami-084e3fc6ccfae9aae,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-09a17c34b42673e69,2021-07-11T18:58:18.065Z,completed,vol-0ca1d2115a7e26762,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created by CreateImage(i-088f20303e504813c) for ami-019bcf7599ee15c21,false,874747637540,100%,snap-09184f739fbac0d77,2021-07-06T08:15:35.686Z,completed,vol-04dc2e7a16a1cf224,50,Source,ami-084e3fc6ccfae9aae,Application,jenkins-agent,Name,jenkins-agent-amzn2,,,,,,,,,standard,,,,,
created by script,false,874747637540,100%,snap-0b306fa7efbe80a12,2021-07-01T14:15:55.303Z,completed,vol-0ca1d2115a7e26762,900,Name,jenkins-master,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-012a631d69ede31b2,2021-06-30T00:21:43.733Z,completed,vol-06550d80ca3e22003,30,dlm:managed,true,CreatedBy,terraform,MaintainedBY,DevOps,Name,node-exporter,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,standard,spotinst:aws:ec2:group:createdBy,spotinst,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-06d995a2a04fbf7e9,2021-06-29T00:16:15.526Z,completed,vol-06550d80ca3e22003,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,Name,node-exporter,SnapshotCreator,DLM,standard,CreatedBy,terraform,Snapshot,true,
created by script,false,874747637540,100%,snap-0462581eb7a3e56d7,2021-06-28T13:52:54.053Z,completed,vol-0c80c9301f1b6db85,8,Name,sonarqube,,,,,,,,,,,,,standard,,,,,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0673b39fa657cd82c,2021-06-28T00:10:23.702Z,completed,vol-06550d80ca3e22003,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,CreatedBy,terraform,SnapshotCreator,DLM,Snapshot,true,standard,MaintainedBY,DevOps,Name,node-exporter,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-09923e8295673eefe,2021-06-27T00:18:39.480Z,completed,vol-06550d80ca3e22003,30,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,Name,node-exporter,dlm:managed,true,MaintainedBY,DevOps,spotinst:aws:ec2:group:createdBy,spotinst,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0bba3805e68b85dbc,2021-06-26T00:18:52.204Z,completed,vol-06550d80ca3e22003,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,CreatedBy,terraform,Snapshot,true,SnapshotCreator,DLM,MaintainedBY,DevOps,Name,node-exporter,standard,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b934284602c9bb62,2021-06-25T00:15:33.311Z,completed,vol-06550d80ca3e22003,30,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Name,node-exporter,CreatedBy,terraform,dlm:managed,true,MaintainedBY,DevOps,standard,SnapshotCreator,DLM,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0b53e70bdddfe2a9e,2021-06-24T00:21:10.466Z,completed,vol-06550d80ca3e22003,30,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,SnapshotCreator,DLM,CreatedBy,terraform,Snapshot,true,MaintainedBY,DevOps,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,node-exporter,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-0715629a4d6bd603e,2021-06-23T00:21:05.688Z,completed,vol-06550d80ca3e22003,30,SnapshotCreator,DLM,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,node-exporter,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,CreatedBy,terraform,standard,MaintainedBY,DevOps,Snapshot,true,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-03f408a80826021be,2021-06-22T00:22:59.107Z,completed,vol-06550d80ca3e22003,30,Snapshot,true,SnapshotCreator,DLM,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,standard,Name,node-exporter,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-015de8db9b4162988,2021-06-21T00:16:14.557Z,completed,vol-06550d80ca3e22003,30,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,dlm:managed,true,spotinst:aws:ec2:group:createdBy,spotinst,MaintainedBY,DevOps,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,Name,node-exporter,standard,Snapshot,true,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-04ba9c6c8acedefb9,2021-06-20T00:14:34.619Z,completed,vol-06550d80ca3e22003,30,dlm:managed,true,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,Name,node-exporter,spotinst:aws:ec2:group:createdBy,spotinst,standard,CreatedBy,terraform,SnapshotCreator,DLM,
Created for policy: policy-0f5647a4cf65c7ffe schedule: 2 weeks of daily snapshots,false,874747637540,100%,snap-052c0c6c0df65d32f,2021-06-19T00:16:20.486Z,completed,vol-06550d80ca3e22003,30,SnapshotCreator,DLM,spotinst:aws:ec2:group:createdBy,spotinst,dlm:managed,true,Name,node-exporter,CreatedBy,terraform,aws:dlm:lifecycle-schedule-name,2 weeks of daily snapshots,Snapshot,true,standard,aws:dlm:lifecycle-policy-id,policy-0f5647a4cf65c7ffe,MaintainedBY,DevOps,
